"cut","clarity","table","x","z"
"Ideal","SI1",54,6.01,3.67
"Ideal","VS1",57,5.84,3.49
"Good","VS2",56,5.8,3.76
"Ideal","VS1",55,5.77,3.56
"Ideal","VS2",55,5.76,3.57
"Premium","VS2",62,6.35,3.69
"Premium","SI1",60,6.37,3.76
"Ideal","VS2",55,5.95,3.67
"Good","SI2",63,6.4,3.69
"Ideal","SI1",57,6.06,3.77
"Ideal","VS1",56,6.26,3.89
"Premium","VS2",58,6.15,3.85
"Good","SI2",59,6.15,3.9
"Premium","SI2",59,6.38,3.75
"Ideal","VS1",55,5.74,3.56
"Ideal","VVS2",55,5.19,3.2
"Premium","VS2",58,5.72,3.6
"Good","VS2",64,6.64,3.85
"Ideal","VVS1",55,5.76,3.61
"Premium","SI1",60,6.6,3.85
"Very Good","SI2",56,6.43,4.04
"Ideal","IF",56,5.74,3.52
"Premium","VS2",59,5.92,3.6
"Premium","VS2",62,6.13,3.81
"Very Good","SI2",62,6.32,3.98
"Ideal","VS2",56,5.95,3.57
"Premium","VS2",59,6,3.46
"Ideal","VVS2",56,5.8,3.55
"Fair","VVS2",62,5.72,3.37
"Ideal","SI1",57,5.97,3.69
"Very Good","SI2",59,6.16,3.88
"Very Good","VS2",55,6.17,3.87
"Ideal","VS2",56,5.68,3.52
"Ideal","SI2",57,6.58,3.91
"Premium","VVS1",56,5.69,3.53
"Ideal","VS2",56,5.81,3.55
"Fair","SI2",60,6.46,4.15
"Good","SI2",59,6.02,3.85
"Good","SI2",56,6.13,3.92
"Ideal","VS2",55,5.72,3.56
"Good","IF",61,5.72,3.72
"Good","SI2",54,6.29,4.01
"Very Good","VVS1",55,5.21,3.21
"Ideal","VVS2",56,5.75,3.53
"Premium","VS2",58,5.85,3.51
"Ideal","VS1",58,5.67,3.54
"Ideal","SI1",55,4.36,2.69
"Ideal","VVS2",55,4.32,2.7
"Very Good","VS1",62,4.3,2.59
"Very Good","VS1",61,4.31,2.63
"Very Good","VVS1",56,4.21,2.57
"Ideal","SI2",57,4.58,2.88
"Premium","SI1",60,4.52,2.7
"Premium","SI1",58,4.53,2.72
"Premium","VVS1",58,5.9,3.59
"Premium","SI1",58,5.96,3.66
"Premium","SI1",58,5.96,3.67
"Ideal","SI2",57,6.89,4.29
"Premium","SI2",61,6.17,3.76
"Very Good","VS2",56,6.24,3.97
"Ideal","VS2",56,5.86,3.6
"Very Good","VS1",56,5.88,3.66
"Premium","SI2",59,6.2,3.85
"Ideal","VVS1",56,5.2,3.18
"Ideal","SI2",56,6.62,4.02
"Very Good","VVS1",55,5.74,3.5
"Fair","VVS2",56.2,5.82,3.82
"Fair","SI1",57,6.04,3.97
"Ideal","VVS2",55,5.69,3.53
"Ideal","VS2",57,6.32,3.9
"Premium","SI2",60,6.3,3.71
"Ideal","VS1",57,5.75,3.62
"Ideal","SI2",56,6.06,3.71
"Ideal","VS1",54,5.73,3.59
"Very Good","VVS2",56,5.65,3.61
"Ideal","VS1",55,5.72,3.55
"Fair","SI2",56,6.12,4.04
"Very Good","VS2",62,6.29,3.69
"Ideal","VVS2",56,5.75,3.55
"Premium","SI2",57,6.29,3.87
"Ideal","SI1",56,5.84,3.62
"Premium","SI2",59,6.54,3.84
"Ideal","SI1",57,6.08,3.71
"Very Good","VS2",58,6.07,3.85
"Ideal","VS1",54.8,5.81,3.61
"Ideal","VS1",55,5.74,3.58
"Premium","VS1",57,6,3.62
"Very Good","VS2",58,5.69,3.57
"Very Good","SI1",58,6.12,3.92
"Premium","SI2",58,6.44,3.78
"Premium","SI2",59,6.17,3.87
"Premium","VVS1",60,5.67,3.49
"Premium","I1",61,6.51,3.85
"Very Good","VS1",58,5.79,3.66
"Very Good","SI2",59,6.2,3.88
"Ideal","VVS2",55,5.72,3.56
"Premium","SI2",59,6.59,4.05
"Ideal","VS1",54,5.86,3.59
"Ideal","SI1",57,6.01,3.71
"Ideal","VS1",57,5.67,3.55
"Ideal","I1",56,6.95,4.29
"Ideal","VS1",57,5.88,3.68
"Good","SI1",59,6.13,3.89
"Very Good","VS1",57,5.72,3.48
"Ideal","SI1",57,6.23,3.85
"Ideal","SI1",57,5.8,3.54
"Very Good","SI2",63,6.53,3.8
"Premium","SI1",62,5.09,3.15
"Ideal","SI1",56,5.92,3.64
"Ideal","IF",56,5.5,3.41
"Good","SI1",57,6.17,3.92
"Very Good","VS2",56,5.79,3.62
"Premium","VS1",56,5.8,3.63
"Very Good","SI2",57,6.11,3.83
"Good","VVS2",61,5.61,3.46
"Ideal","VS1",56,5.75,3.6
"Very Good","SI2",60,6.24,3.63
"Premium","SI2",60,6.34,3.69
"Ideal","VS2",56,5.74,3.57
"Very Good","VVS2",60,5.87,3.47
"Fair","VS2",55,6.01,3.93
"Premium","VS2",61,6.18,3.85
"Ideal","I1",54,6.42,4
"Premium","VVS2",60,5.74,3.47
"Very Good","IF",59,4.99,3.17
"Very Good","SI1",58,6.19,3.92
"Ideal","SI1",54,5.98,3.73
"Very Good","VS1",57,5.87,3.74
"Ideal","VVS2",55,5.41,3.36
"Very Good","VS2",56,4.27,2.68
"Very Good","VS1",60,4.03,2.59
"Ideal","SI2",56,4.44,2.73
"Ideal","VS2",57,3.97,2.46
"Premium","SI1",58,4.34,2.67
"Very Good","SI2",57,4.32,2.73
"Premium","SI1",59,4.35,2.68
"Very Good","VVS2",61,4.24,2.54
"Ideal","VVS2",54.5,4.38,2.74
"Very Good","VS1",63,4.29,2.64
"Good","VS1",56,4.66,2.99
"Ideal","SI1",56,4.44,2.76
"Ideal","SI2",55,4.67,2.9
"Premium","VS1",59,4.53,2.83
"Premium","VS2",59,4.58,2.8
"Ideal","VS1",56,5.77,3.5
"Fair","SI2",60,6.06,3.89
"Premium","VS2",59,6.28,3.7
"Very Good","SI2",58,6.13,3.82
"Very Good","SI1",63,6.13,3.8
"Ideal","VS1",57,5.88,3.64
"Ideal","I1",57,6.37,3.96
"Premium","SI2",59,6.8,4.01
"Ideal","VS2",55,5.85,3.54
"Good","SI1",61,6.05,3.87
"Premium","SI2",59,6.43,4.03
"Premium","SI2",58,6.65,3.97
"Premium","VS2",59,6,3.71
"Good","SI1",64,6.51,3.79
"Ideal","VVS2",56,5.78,3.59
"Good","SI1",61,6.12,3.84
"Very Good","VS2",58,6.12,3.83
"Ideal","VS2",60,5.98,3.64
"Ideal","VS1",55,5.68,3.51
"Premium","VS2",58,6.19,3.77
"Good","SI2",60,6.02,3.83
"Ideal","VVS1",54,5.8,3.6
"Premium","IF",59,5.66,3.4
"Ideal","VS1",57,5.7,3.52
"Very Good","SI2",59,6.12,3.87
"Very Good","VS1",57,5.63,3.57
"Premium","SI1",60,6.22,3.75
"Good","SI2",62,6.01,3.87
"Ideal","SI1",55,5.8,3.53
"Ideal","VS1",57,5.85,3.54
"Ideal","VS2",53,5.76,3.62
"Premium","SI1",58,6.26,3.8
"Good","I1",59,6.42,4.11
"Very Good","VS1",59,5.68,3.59
"Ideal","VVS2",55,5.75,3.56
"Good","SI2",61,6.24,3.71
"Ideal","VS1",56,5.78,3.51
"Good","VS1",60,5.84,3.42
"Very Good","VS1",57,5.94,3.59
"Very Good","SI2",58,6.14,3.87
"Ideal","VVS1",57,5.41,3.29
"Good","VS2",58,6.59,3.79
"Premium","SI2",58,6.14,3.86
"Good","VS2",64,6.09,3.82
"Premium","VS1",60,5.69,3.49
"Good","SI1",60,6.13,3.9
"Ideal","VS2",55,5.8,3.57
"Ideal","SI2",55,6.11,3.85
"Very Good","VS2",57,5.86,3.69
"Very Good","VS2",58,5.86,3.66
"Ideal","VS2",56,5.8,3.58
"Premium","VS2",60,6.16,3.81
"Ideal","VS1",57,5.7,3.53
"Ideal","VS1",55,5.71,3.55
"Ideal","VS2",57,5.81,3.6
"Very Good","SI1",58,6.13,3.86
"Premium","SI2",59,6.16,3.86
"Ideal","VS2",56,5.82,3.55
"Ideal","SI2",55,6.14,3.74
"Ideal","VS2",56,5.87,3.61
"Ideal","VS2",57,5.89,3.61
"Ideal","I1",55,6.51,3.99
"Premium","VS1",57,5.94,3.7
"Very Good","SI2",55,6.21,3.81
"Premium","VS1",58,5.93,3.66
"Ideal","VS1",56,5.7,3.5
"Good","VS1",59,6.11,3.86
"Very Good","SI1",59,6.3,3.71
"Ideal","VS2",57,5.65,3.55
"Good","SI1",56,6.17,3.91
"Ideal","SI2",56,6.32,3.97
"Premium","VVS2",54,5.89,3.46
"Ideal","VVS2",57,6.45,4.02
"Ideal","SI1",56,5.79,3.57
"Ideal","VS2",57,5.79,3.59
"Good","VS1",56,4.51,2.87
"Ideal","VS2",55,4.57,2.85
"Very Good","VS1",60,4.58,2.78
"Ideal","IF",53,4.58,2.84
"Good","SI2",55,4.7,3.01
"Ideal","VS1",56,4.35,2.66
"Ideal","VS1",57,4.29,2.7
"Ideal","SI2",57,5.91,3.64
"Premium","SI2",60,6.5,3.97
"Ideal","SI1",54,6.13,3.8
"Premium","SI2",60,6.59,3.99
"Premium","I1",57,7.4,4.42
"Ideal","VS1",59,5.79,3.54
"Ideal","SI2",57,6.44,4.02
"Ideal","SI2",56,6.52,4.07
"Ideal","VS2",57,6.42,3.83
"Very Good","SI1",57,5.91,3.74
"Ideal","VVS2",56,5.8,3.57
"Very Good","SI2",56,6.22,3.77
"Good","SI2",60,6.26,4.01
"Very Good","VS1",56,5.65,3.57
"Good","SI1",58,6.04,3.9
"Ideal","VS2",56,5.81,3.56
"Ideal","VVS2",56,5.31,3.24
"Premium","SI2",56,6.63,4.12
"Very Good","VS2",60,5.86,3.66
"Ideal","SI1",55,5.72,3.54
"Ideal","SI1",55,6.47,3.77
"Premium","SI2",58,6.62,3.87
"Fair","SI2",57,6.03,3.9
"Premium","VS2",58,5.86,3.67
"Very Good","VS2",58,5.9,3.54
"Very Good","VS2",59,6.11,3.8
"Ideal","VS1",57,5.76,3.53
"Ideal","VS1",57,5.82,3.52
"Ideal","SI2",56,6.22,3.74
"Premium","VS1",58,5.78,3.54
"Very Good","SI2",57,6.21,3.82
"Very Good","SI2",56,6.08,3.89
"Very Good","VS1",57,6.1,3.84
"Good","VS1",60,6.35,4.05
"Premium","SI2",56,6.44,3.98
"Very Good","VS1",61,5.98,3.54
"Good","VS2",57,5.83,3.69
"Ideal","VS1",55,6.24,3.88
"Very Good","VS1",57,5.78,3.57
"Ideal","VS1",55,5.81,3.57
"Ideal","VS2",57,5.95,3.71
"Ideal","VS2",55,5.78,3.56
"Premium","SI2",58,6.47,3.98
"Ideal","VVS2",57,5.93,3.69
"Very Good","VS2",59,5.8,3.62
"Premium","SI2",60,6.37,3.95
"Very Good","SI1",58,6.04,3.85
"Fair","VS1",60,5.99,3.94
"Ideal","VVS1",57,5.72,3.57
"Premium","VS2",60,5.92,3.66
"Ideal","VVS2",56,5.74,3.52
"Fair","I1",58,7.18,4.65
"Premium","SI1",59,6.22,3.62
"Premium","SI2",54,6.47,3.98
"Very Good","I1",61,6.87,4.15
"Good","IF",62,5.31,3.12
"Very Good","SI1",57,6.11,3.86
"Premium","SI1",51,6.47,4
"Premium","SI2",58,6.58,4.02
"Premium","VS1",56,6.02,3.72
"Very Good","SI2",62,6.65,3.9
"Ideal","VS1",56,5.72,3.55
"Ideal","SI1",56,5.84,3.62
"Ideal","VS1",57,5.74,3.5
"Very Good","SI2",57,6.21,3.82
"Very Good","SI2",58,6.16,3.85
"Ideal","I1",56,6.38,3.96
"Ideal","SI2",56,6.15,3.86
"Good","SI1",63,6.52,3.67
"Premium","SI1",58,6.89,4.07
"Ideal","SI1",56,5.81,3.53
"Very Good","VS2",56,5.94,3.7
"Good","SI2",60,6.3,4.01
"Ideal","VS1",56,6.59,3.98
"Fair","SI2",58,6.32,4.13
"Ideal","VS2",56,4.54,2.78
"Ideal","VS1",54,4.54,2.83
"Ideal","SI1",55,4.41,2.75
"Good","SI1",57,4.28,2.73
"Ideal","SI1",57,4.33,2.69
"Ideal","VVS1",54,4.38,2.7
"Very Good","SI1",59,4.31,2.67
"Good","SI1",58,4.32,2.75
"Ideal","VS2",56,5.91,3.67
"Very Good","SI2",63,6.12,3.72
"Very Good","VS2",58,5.8,3.67
"Very Good","VS2",61,6.08,3.79
"Ideal","VS1",56,5.69,3.55
"Good","VVS1",61,5.71,3.52
"Ideal","VVS1",54,5.8,3.61
"Fair","VS2",58,6.07,3.92
"Ideal","VS2",55,5.99,3.71
"Very Good","SI2",55,6.13,3.84
"Ideal","VS1",56,5.74,3.57
"Good","SI2",65,6.48,3.76
"Very Good","VS1",58,5.83,3.62
"Very Good","VS1",55,5.92,3.72
"Ideal","VS1",57,5.99,3.72
"Ideal","VS1",57,6.17,3.86
"Good","SI2",58,6.31,4.05
"Fair","SI1",57,6.12,4.05
"Ideal","VVS1",54.8,5.73,3.55
"Ideal","I1",56,6.62,4.05
"Very Good","VVS2",55,5.85,3.59
"Premium","SI2",59,6.25,3.78
"Premium","SI2",57,6.22,3.87
"Premium","SI2",62,6.36,3.77
"Very Good","SI2",58,6.08,3.83
"Ideal","SI2",57,6.15,3.87
"Very Good","VS1",57,5.82,3.73
"Very Good","VS1",58,6.2,3.89
"Very Good","VS2",57,6.13,3.92
"Very Good","SI2",60,6.33,3.99
"Very Good","VS1",55,5.94,3.63
"Fair","SI2",60,6.32,4.15
"Very Good","VVS1",61,5.83,3.53
"Premium","SI1",56,6.16,3.78
"Very Good","SI2",58,6.15,3.85
"Good","SI1",55,6.12,3.92
"Ideal","I1",56,6.85,4.23
"Premium","SI2",58,6.72,4.15
"Ideal","SI1",56,6.2,3.88
"Very Good","VS2",56,6.14,3.88
"Good","SI1",62,6.23,3.69
"Ideal","SI2",57,6.17,3.83
"Premium","IF",58,5.8,3.52
"Premium","SI2",59,6.28,3.68
"Premium","VS1",58,6.18,3.83
"Very Good","SI2",60,6.19,3.72
"Ideal","VS1",56,5.92,3.69
"Good","IF",62,5.82,3.4
"Premium","SI2",58,6.55,3.92
"Good","SI2",55,6.41,4.07
"Premium","I1",61,6.41,3.89
"Ideal","VVS2",54,5.66,3.55
"Premium","VVS1",60,5.68,3.5
"Premium","I1",58,6.63,4.11
"Ideal","VS1",54,5.78,3.59
"Very Good","SI2",59,6.34,3.94
"Fair","VS2",57,5.94,4.2
"Very Good","SI1",59,6.17,3.83
"Ideal","VS2",57,5.87,3.64
"Good","SI2",60,5.94,3.92
"Ideal","SI1",55,5.91,3.71
"Fair","SI2",64,6.14,4.06
"Premium","SI2",60,6.42,4.01
"Ideal","I1",56,6.53,3.98
"Good","VS2",57,6.11,3.92
"Very Good","SI2",56,6.22,3.85
"Ideal","VS2",56,5.78,3.55
"Ideal","VVS1",57,5.71,3.5
"Premium","SI2",59,6.47,4.02
"Premium","VVS1",58,5.76,3.52
"Good","SI1",58,6.12,3.9
"Ideal","VS2",56,5.91,3.66
"Very Good","VVS1",59,5.7,3.61
"Good","SI2",54,6.36,4.04
"Premium","SI1",57,6.19,3.85
"Very Good","SI1",57,4.27,2.7
"Very Good","SI1",61,4.41,2.65
"Very Good","VVS1",55,4.33,2.73
"Very Good","SI1",54,4.32,2.73
"Very Good","SI1",56,4.37,2.64
"Premium","VVS1",58,4.33,2.66
"Ideal","SI1",57,4.3,2.7
"Very Good","VVS1",57,5.83,3.5
"Good","SI2",62,6.51,3.66
"Very Good","VVS2",56,5.71,3.55
"Ideal","VS2",56,5.89,3.65
"Good","SI1",62,6.47,3.81
"Very Good","SI1",54,6.11,3.89
"Good","SI1",57,5.96,3.89
"Good","VVS2",61,5.8,3.46
"Premium","SI1",56,6.18,3.85
"Ideal","VS1",53.4,5.64,3.55
"Ideal","SI2",56,6.18,3.84
"Very Good","VS2",54,6.42,4.04
"Premium","VS1",62,6.3,3.73
"Very Good","VS2",58,6.1,3.61
"Very Good","VVS1",58,5.6,3.55
"Ideal","SI1",58,5.99,3.72
"Premium","SI1",58,6.19,3.87
"Ideal","VS2",55,5.96,3.67
"Premium","SI1",61,6.19,3.75
"Very Good","VVS1",58,5.67,3.57
"Premium","VS2",59,5.9,3.65
"Ideal","VS1",55,5.71,3.58
"Premium","SI1",58,6.2,3.82
"Very Good","SI2",63,6.28,3.77
"Very Good","SI2",53,6.2,3.72
"Fair","SI2",62,6.33,4.11
"Premium","SI2",60,6.38,3.93
"Premium","SI1",61,6.44,3.86
"Ideal","I1",56,6.58,3.99
"Ideal","VS1",55,5.84,3.58
"Premium","SI2",59,6.24,3.8
"Very Good","VVS2",58,5.76,3.65
"Good","SI2",61,6.36,4.05
"Very Good","SI1",54,6.39,4.03
"Very Good","VS2",60,5.91,3.72
"Very Good","VS1",57,6.13,3.84
"Very Good","SI1",58,6.13,3.88
"Very Good","VS1",58,6.13,3.83
"Premium","SI1",59,6.23,3.89
"Premium","SI1",58,6.24,3.91
"Ideal","VS2",57,5.83,3.62
"Good","SI1",57,6.17,3.92
"Premium","SI2",58,6.21,3.89
"Ideal","VS1",56,6.01,3.71
"Ideal","VS2",55,5.93,3.7
"Premium","I1",58,6.66,4.11
"Ideal","VS2",56,5.68,3.53
"Ideal","SI1",57,6.41,4.02
"Good","SI1",64,6.18,3.82
"Premium","SI1",60,6.57,4.1
"Premium","SI2",60,6.21,3.79
"Very Good","I1",56,6.8,4.21
"Very Good","SI1",60,6.12,3.7
"Premium","SI2",60,6.5,3.89
"Good","SI1",54,6.44,4.07
"Very Good","VS2",60,5.71,3.47
"Very Good","SI2",57,6.42,4.04
"Ideal","VVS1",57,5.76,3.58
"Premium","SI1",58,6.16,3.86
"Good","IF",64,6.07,3.85
"Very Good","SI1",59,6.1,3.84
"Ideal","SI2",57,6.53,4.02
"Premium","I1",58,6.71,4.21
"Premium","SI1",62,6.08,3.8
"Premium","SI2",59,6.33,3.97
"Ideal","SI1",57,5.95,3.61
"Good","SI2",62,6.36,3.88
"Very Good","VS1",56,5.9,3.71
"Ideal","SI1",56,5.78,3.51
"Premium","VS2",58,5.99,3.97
"Ideal","VVS1",56,5.92,3.68
"Fair","VS1",59,6.16,4.11
"Ideal","IF",57,6.17,3.83
"Very Good","I1",61,6.65,3.99
"Good","SI1",60,6.26,3.98
"Premium","SI1",60,4.38,2.67
"Very Good","VVS2",62,4.25,2.56
"Ideal","VS1",54,3.99,2.48
"Ideal","SI1",56,4.44,2.77
"Very Good","SI1",58,4.38,2.76
"Ideal","VS2",56,4.3,2.66
"Ideal","VS2",55,4.3,2.69
"Ideal","VS2",58,4.28,2.65
"Very Good","SI2",58,6.41,3.99
"Premium","SI1",59,6.23,3.89
"Premium","VS2",61,6.5,3.92
"Ideal","SI2",57,6.69,4.15
"Very Good","VS1",56,5.92,3.73
"Good","SI1",56,6.07,3.88
"Good","VS1",58,5.65,3.61
"Ideal","I1",57,6.68,4.08
"Ideal","SI2",56,6.56,3.95
"Fair","I1",56,6.76,4.49
"Ideal","SI2",56,6.34,3.93
"Good","SI1",59,5.97,3.83
"Premium","SI2",59,6.5,0
"Fair","SI2",57,6.73,4.36
"Ideal","SI2",57,6.16,3.87
"Good","SI1",54,6.44,4.07
"Fair","SI1",62,6.1,4.01
"Good","VS2",61,6.03,3.8
"Good","VS1",57,5.73,3.55
"Very Good","SI1",57,6.09,3.85
"Premium","SI2",57,6.18,3.84
"Premium","SI2",62,6.2,3.78
"Ideal","VVS2",55,5.73,3.54
"Ideal","VVS1",56,5.75,3.56
"Very Good","VS2",58,6.17,3.71
"Very Good","SI1",59,6.12,3.87
"Ideal","VS1",56,5.81,3.54
"Ideal","VS1",57,5.71,3.53
"Ideal","VS1",55,5.71,3.54
"Premium","I1",59,6.78,4.18
"Premium","VS2",59,6.4,3.9
"Premium","SI2",61,6.35,3.89
"Very Good","SI2",63,6.33,3.96
"Ideal","SI1",56,6.44,3.98
"Very Good","SI2",54,6.13,3.84
"Good","VS2",56,6.4,3.86
"Very Good","SI1",57,6.07,3.88
"Ideal","I1",57,6.51,4
"Very Good","VS1",57,5.9,3.72
"Premium","VS2",61,6.28,3.81
"Ideal","SI2",58,6.25,3.83
"Premium","SI2",56,6.41,3.8
"Good","SI1",57,6.12,3.87
"Good","SI2",63,6.09,3.79
"Fair","VS2",54,6.09,3.95
"Ideal","VS2",59,6.13,3.83
"Very Good","SI2",60,6.64,3.86
"Good","SI1",60,6.06,3.74
"Premium","VVS2",59,6.25,3.8
"Ideal","SI2",55,6.45,3.99
"Ideal","VVS1",57,5.93,3.65
"Premium","SI2",58,6.38,3.98
"Premium","SI2",59,6.51,3.94
"Good","SI1",59,6.08,3.83
"Very Good","SI1",60,6.16,3.85
"Good","SI1",59,6.11,3.87
"Very Good","VS1",57,6.19,3.85
"Fair","I1",56,7.17,4.8
"Ideal","VS2",56,5.85,3.69
"Good","SI2",58,6.37,4.05
"Ideal","IF",57,5.74,3.51
"Ideal","VVS2",56,5.79,3.61
"Premium","SI2",59,6.18,3.76
"Ideal","VVS2",54.8,5.68,3.53
"Very Good","SI2",59,6.42,4.01
"Ideal","VS2",56,6.15,3.84
"Good","SI2",59,6.11,3.8
"Ideal","I1",55,6.69,4.15
"Premium","SI2",58,6.14,3.83
"Premium","I1",58,6.77,4.11
"Ideal","SI2",56,6.17,3.83
"Ideal","VS1",55,5.78,3.55
"Ideal","SI2",56,6.53,4.03
"Premium","SI1",61,6.49,3.95
"Premium","SI2",59,6.75,4.04
"Ideal","SI2",56,4.71,2.95
"Premium","SI1",57,4.44,2.61
"Premium","SI1",60,4.34,2.7
"Very Good","SI1",57,4.34,2.73
"Premium","SI2",58,4.46,2.79
"Premium","SI2",58,4.47,2.81
"Premium","SI1",57,4.35,2.66
"Good","SI2",57,6.41,3.84
"Premium","SI2",57,6.39,4
"Premium","SI1",60,6.26,3.83
"Very Good","SI1",57,6.04,3.88
"Premium","SI2",59,6.4,3.89
"Good","SI1",56,6.04,3.88
"Very Good","SI2",59,6.34,4.01
"Ideal","VS2",57,5.97,3.7
"Premium","SI2",59,6.37,3.84
"Ideal","VS1",57,5.79,3.54
"Ideal","VS1",56,5.74,3.54
"Ideal","VVS2",56,5.89,3.67
"Very Good","VVS1",55,5.72,3.57
"Very Good","SI2",56,6.14,3.87
"Ideal","SI2",56,6.27,3.87
"Good","SI2",65,6.59,3.79
"Good","VS1",53,6.34,4.04
"Fair","SI2",56,6.01,4.12
"Very Good","SI2",56,6.37,4.02
"Very Good","VS2",58,6.19,3.91
"Fair","SI2",66,6.1,3.97
"Premium","I1",60,6.42,3.96
"Good","SI2",57,6.34,3.7
"Very Good","SI2",56,6.41,3.99
"Very Good","SI1",56,6.18,3.89
"Ideal","IF",57,5.7,3.54
"Premium","SI2",57,6.53,4.03
"Premium","SI1",61,6.21,3.75
"Premium","SI1",60,6.17,3.77
"Premium","SI1",58,6.13,3.83
"Premium","SI2",59,6.6,3.95
"Ideal","VVS2",57,5.71,3.59
"Good","SI1",57,6.08,3.84
"Premium","SI2",58,6.67,3.88
"Fair","SI1",52,6.35,4.09
"Ideal","VVS2",56,5.83,3.53
"Fair","SI2",58,6.32,4.13
"Good","SI2",58,6.09,3.87
"Very Good","SI2",54,6.57,4.05
"Good","VS2",61,6.28,3.76
"Ideal","SI2",57,6.55,3.95
"Premium","SI2",59,6.74,4.15
"Good","SI2",64,6.13,3.89
"Ideal","SI1",58,6.35,4
"Very Good","SI2",58,6.06,3.9
"Premium","SI2",59,6.42,3.96
"Very Good","SI2",63,6.33,3.9
"Ideal","VS1",56,6.01,3.67
"Very Good","VS2",61,6.06,3.67
"Good","SI1",57,6.12,3.9
"Very Good","VVS1",60,5.88,3.7
"Ideal","SI2",56,6.78,4.07
"Very Good","SI2",58,6.12,3.84
"Very Good","VVS2",60,5.65,3.54
"Ideal","SI2",57,6.64,3.99
"Premium","SI1",61,6.17,3.83
"Good","VS2",59,6.04,3.88
"Fair","SI2",60,6.48,3.86
"Very Good","SI2",58,6.43,4.05
"Very Good","SI2",60,6.13,3.79
"Premium","SI2",62,6.28,3.76
"Premium","SI2",57,6.54,4.07
"Good","SI2",58,6.05,3.84
"Fair","VS1",58,6.02,3.94
"Premium","SI2",58,6.44,3.97
"Very Good","SI1",59,6.18,3.67
"Very Good","SI2",59,6.57,4.1
"Ideal","SI2",57,6.43,3.93
"Ideal","SI2",57,6.18,3.87
"Premium","SI1",60,6.2,3.83
"Premium","VS1",59,6,3.64
"Very Good","I1",62,6.73,4.19
"Ideal","VVS2",56,5.78,3.55
"Fair","SI2",66,6.42,3.86
"Very Good","SI1",60,6.19,3.83
"Ideal","SI2",55,4.26,2.68
"Premium","VS1",58,4.47,2.74
"Premium","SI1",59,4.55,2.73
"Very Good","SI2",56,4.48,2.83
"Premium","SI1",62,4.37,2.62
"Premium","SI1",59,4.28,2.68
"Premium","SI2",60,4.35,2.61
"Very Good","SI2",57,4.3,2.71
"Very Good","SI2",54,6.39,4.02
"Fair","VS2",55,6.35,4.09
"Ideal","SI2",54,6.11,3.85
"Premium","SI2",58.1,6.41,4
"Good","SI2",56,6.44,4.09
"Good","SI2",59,6.34,4
"Ideal","I1",57,6.7,4.13
"Good","SI2",60,6.28,3.98
"Ideal","SI1",56,5.92,3.62
"Ideal","SI2",57,6.37,3.78
"Very Good","SI1",57,6.15,3.88
"Premium","SI2",60,6.91,4.18
"Premium","SI2",59,6.47,4.06
"Premium","SI2",58,6.5,4.04
"Very Good","SI2",59,6.42,3.95
"Very Good","I1",60.6,6.79,4.22
"Ideal","VS2",57,5.93,3.63
"Premium","SI2",58,6.5,0
"Fair","SI2",59,6.28,4.08
"Premium","VS1",62,6.09,3.81
"Ideal","VS1",55,5.64,3.53
"Ideal","SI1",56,6.16,3.88
"Very Good","SI1",56,6.11,3.85
"Premium","SI1",60,6.24,3.82
"Ideal","SI2",57,6.28,3.81
"Premium","SI2",59,6.28,3.81
"Premium","SI2",58,6.46,3.97
"Premium","SI2",59,6.17,3.88
"Ideal","SI2",55,6.58,4.08
"Very Good","SI2",61,6.44,3.89
"Very Good","SI2",55,6.43,3.99
"Ideal","SI1",56,5.97,3.71
"Premium","SI2",57,6.42,3.94
"Premium","SI2",59,6.8,4.02
"Fair","SI1",60,6.08,3.9
"Fair","SI2",58,6.14,4
"Premium","SI1",58,6.5,4
"Premium","SI2",59,6.24,3.76
"Very Good","SI2",55,6.37,4.03
"Ideal","VS2",54,6.39,3.99
"Premium","SI2",62,6.49,3.83
"Ideal","VS1",56,5.98,3.67
"Premium","SI2",59,6.57,4.06
"Fair","SI1",55,6.49,4.49
"Ideal","VS1",56,6.19,3.85
"Ideal","VS2",56,5.85,3.62
"Ideal","I1",57,6.93,4.15
"Ideal","VS1",58,6.13,3.87
"Fair","SI1",61,6.23,4.05
"Very Good","VS2",60,6.09,3.68
"Ideal","SI2",57,6.17,3.86
"Very Good","VVS1",57,6.09,3.87
"Ideal","SI2",56,6.15,3.81
"Ideal","VVS2",56,5.74,3.57
"Very Good","SI2",63,6.49,3.8
"Fair","SI2",59,6.3,4.1
"Premium","VVS2",59,5.73,3.45
"Very Good","VS2",58,6.13,3.86
"Very Good","SI1",58,6.3,3.8
"Premium","SI1",59,6.27,3.76
"Very Good","SI1",60,6.14,3.83
"Good","SI1",61,6.5,4.15
"Ideal","IF",55,5.86,3.57
"Premium","SI1",60,6.14,3.83
"Good","VS1",64,6.74,3.88
"Very Good","VS1",63,6.1,3.8
"Ideal","SI2",54,6.69,4.1
"Very Good","SI1",57,6.12,3.82
"Ideal","VS1",54,5.99,3.68
"Very Good","SI1",55,6.18,3.86
"Premium","SI2",59,6.51,4.03
"Very Good","IF",58,5.65,3.49
"Good","SI2",58,6.32,4.05
"Ideal","VS1",55,5.79,3.61
"Premium","SI2",59,6.69,4.1
"Premium","SI2",59,4.3,2.66
"Very Good","VVS2",58,4.1,2.43
"Very Good","VVS2",59,4.09,2.48
"Very Good","VVS2",59,4.01,2.52
